id,birth date,job type,school level,domestic status,profession,domestic relationship type,ethnicity,gender,earned dividends,interest earned,monthly work,country of origin,target
11310,1983-12-26,private,college graduate,single,other,not living with family,white and privileged,Female,0,0,60,u.s.,1
9837,1988-12-24,private,secondary,married 2,household labor,has husband,white and privileged,Female,0,0,160,mexico,0
10032,1984-12-25,private,entry level college,single,other,not living with family,white and privileged,Female,0,0,112,u.s.,1
6385,1966-12-30,self-emp-inc,entry level college,d,C-level,never married,white and privileged,Female,0,0,200,u.s.,1
1532,1969-12-29,private,some post graduate,d,C-level,never married,white and privileged,Female,0,0,160,u.s.,0
30345,1994-12-23,private,college graduate,single,sales,not living with family,white and privileged,Female,0,0,160,u.s.,1
17637,1994-12-23,private,entry level college,single,other,not living with family,white and privileged,Female,0,0,120,u.s.,1
31999,1995-12-23,private,entry level college,single,sales,living with child,white and privileged,Female,0,0,60,u.s.,1
28218,1984-12-25,private,primary 1 through 4,single,sales,living with child,white and privileged,Female,0,0,96,u.s.,1
28815,1962-12-31,local-gov,secondary 12,spouse passed,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
26699,1999-12-22,private,entry level college,single,sales,living with child,white and privileged,Female,0,0,80,u.s.,1
27265,1992-12-23,unknown,secondary,single,unknown,never married,afro american,Female,0,0,160,u.s.,1
6367,1992-12-23,private,secondary,single,secretarial,never married,white and privileged,Female,0,0,120,u.s.,1
10898,1977-12-27,private,secondary,single,other,not living with family,white and privileged,Female,0,0,140,u.s.,1
19556,1979-12-27,private,10th,d,mechanic,not living with family,white and privileged,Female,0,0,160,u.s.,1
23517,1989-12-24,private,secondary-7 through 8,d,other,never married,white and privileged,Female,0,0,200,u.s.,1
23604,1965-12-30,private,entry level college,d,C-level,never married,white and privileged,Female,0,0,160,u.s.,1
474,1951-01-03,private,basic vocational,d,other,not living with family,white and privileged,Female,0,0,96,u.s.,1
7238,1988-12-24,private,college graduate,single,specialist technician,not living with family,other,Female,0,1590,160,u.s.,1
1215,1955-01-02,unknown,college graduate,spouse passed,unknown,not living with family,white and privileged,Female,0,0,160,u.s.,0
9047,1985-12-25,private,basic vocational,single,C-level,not living with family,afro american,Female,0,0,140,gb,1
20868,1957-01-01,unknown,college graduate,d,unknown,not living with family,white and privileged,Female,0,0,96,u.s.,1
9702,1991-12-24,state-gov,advanced vocational,single,secretarial,living with child,afro american,Female,0,0,32,u.s.,1
5704,1987-12-25,self-emp-not-inc,secondary,d,other,never married,white and privileged,Female,0,0,160,u.s.,1
29951,2000-12-21,private,10th,single,other,living with child,white and privileged,Female,0,0,60,u.s.,1
11458,1986-12-25,private,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
843,1956-01-02,local-gov,college graduate,spouse passed,specialist technician,not living with family,white and privileged,Female,0,0,192,u.s.,1
3537,1937-01-06,self-emp-not-inc,secondary,spouse passed,secretarial,not living with family,white and privileged,Female,0,0,80,u.s.,1
29641,1971-12-29,private,advanced vocational,single,specialist technician,never married,white and privileged,Female,0,0,144,u.s.,1
7998,1970-12-29,self-emp-not-inc,secondary,married 2,mechanic,has husband,white and privileged,Female,0,0,80,u.s.,0
16187,1980-12-26,federal-gov,secondary,single,C-level,never married,afro american,Female,0,0,160,u.s.,1
24512,1989-12-24,private,secondary 11,married 2,secretarial,has husband,white and privileged,Female,0,0,160,mexico,1
6244,1999-12-22,private,secondary 11,single,other,living with child,white and privileged,Female,0,0,96,u.s.,1
8274,1961-12-31,private,secondary,d,other,never married,afro american,Female,0,0,160,jamaica,1
8676,1990-12-24,private,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
32224,1977-12-27,private,kindergarten,single,other,not living with family,white and privileged,Female,0,0,80,u.s.,1
17592,1962-12-31,private,entry level college,d,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
16086,1964-12-30,private,secondary 12,married 2,secretarial,has husband,white and privileged,Female,0,0,160,u.s.,1
27792,1989-12-24,private,secondary,single,sales,not living with family,white and privileged,Female,0,0,180,u.s.,1
30943,1984-12-25,private,entry level college,d,C-level,never married,white and privileged,Female,0,0,160,u.s.,1
923,1979-12-27,private,entry level college,married 2,secretarial,has husband,afro american,Female,0,0,160,u.s.,1
8356,1980-12-26,private,secondary 12,married 2,sales,has husband,asian,Female,0,0,132,unknown,1
31529,1994-12-23,private,entry level college,single,secretarial,not living with family,white and privileged,Female,0,0,120,u.s.,1
14770,1964-12-30,local-gov,entry level college,d,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
9970,1974-12-28,private,college graduate,single,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
29686,1990-12-24,private,college graduate,single,C-level,living with child,white and privileged,Female,0,0,160,u.s.,1
9401,1981-12-26,state-gov,some post graduate,single,specialist technician,living with child,white and privileged,Female,0,0,160,u.s.,1
14590,1972-12-28,private,secondary,single,other,living with child,white and privileged,Female,0,0,160,u.s.,1
29563,1984-12-25,private,college graduate,single,C-level,not living with family,white and privileged,Female,0,0,160,u.s.,1
20859,1979-12-27,private,secondary-9,married 2,other,has husband,afro american,Female,0,0,96,haiti,1
20676,1971-12-29,federal-gov,entry level college,single,secretarial,never married,afro american,Female,0,0,160,u.s.,1
11791,1994-12-23,private,secondary,single,secretarial,not living with family,white and privileged,Female,0,0,120,u.s.,1
2804,1992-12-23,private,advanced vocational,married 2,secretarial,has husband,white and privileged,Female,0,0,160,u.s.,1
10916,1980-12-26,private,secondary,single,secretarial,living with child,white and privileged,Female,0,0,220,u.s.,1
30226,1992-12-23,private,entry level college,single,trucking,not living with family,white and privileged,Female,0,0,180,u.s.,1
9862,1961-12-31,state-gov,college graduate,spouse passed,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
12176,1987-12-25,private,secondary,single,secretarial,living with child,white and privileged,Female,0,0,160,u.s.,1
11597,1976-12-27,local-gov,some post graduate,married 2,specialist technician,has husband,asian,Female,0,0,160,taiwan,0
9055,1944-01-05,private,college graduate,spouse passed,other,not living with family,white and privileged,Female,0,0,32,u.s.,1
13127,1982-12-26,private,entry level college,single,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
32136,1980-12-26,private,some post graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
18018,1993-12-23,private,college graduate,single,secretarial,not living with family,white and privileged,Female,0,0,120,u.s.,1
5263,1996-12-22,private,entry level college,single,other,living with child,white and privileged,Female,0,0,120,u.s.,1
13327,1968-12-29,private,secondary,single,secretarial,living with child,asian,Female,0,0,160,u.s.,1
11135,1969-12-29,local-gov,some post graduate,d,specialist technician,never married,white and privileged,Female,0,0,320,u.s.,1
11411,1996-12-22,private,secondary,single,vocational,not living with family,white and privileged,Female,0,0,120,u.s.,1
17559,1980-12-26,private,secondary,divorce pending,other,never married,afro american,Female,0,0,100,u.s.,1
27984,1994-12-23,private,college graduate,single,C-level,not living with family,white and privileged,Female,0,0,152,u.s.,1
32336,1985-12-25,private,secondary,single,other,never married,afro american,Female,0,0,160,u.s.,1
6493,1967-12-30,self-emp-not-inc,secondary,spouse passed,C-level,never married,asian,Female,0,0,192,south,1
22327,1987-12-25,private,advanced vocational,single,mechanic,never married,afro american,Female,0,0,160,u.s.,1
20483,1939-01-06,local-gov,advanced post graduate,spouse passed,specialist technician,never married,white and privileged,Female,0,0,160,u.s.,1
31667,1972-12-28,private,basic vocational,d,specialist technician,not living with family,white and privileged,Female,0,0,128,u.s.,1
20185,1970-12-29,federal-gov,secondary,single,C-level,not living with family,white and privileged,Female,0,0,160,u.s.,1
8439,1980-12-26,private,basic vocational,d,specialist technician,never married,white and privileged,Female,0,0,160,u.s.,1
6148,1998-12-22,private,entry level college,single,other,living with child,white and privileged,Female,0,0,80,u.s.,1
25292,1980-12-26,self-emp-not-inc,basic vocational,single,other,living with child,white and privileged,Female,0,0,160,u.s.,1
27755,1988-12-24,private,college graduate,single,secretarial,not living with family,white and privileged,Female,0,0,180,u.s.,1
29896,1983-12-26,state-gov,basic vocational,single,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
27241,1991-12-24,private,entry level college,single,sales,not living with family,afro american,Female,0,0,148,u.s.,1
11859,1987-12-25,private,college graduate,single,sales,not living with family,white and privileged,Female,0,0,120,u.s.,1
21438,1987-12-25,private,secondary,married 2,secretarial,living with child,american indian,Female,0,0,160,u.s.,1
25451,1987-12-25,private,entry level college,divorce pending,secretarial,never married,afro american,Female,0,0,160,u.s.,1
6984,1981-12-26,private,10th,d,other,not living with family,white and privileged,Female,0,0,160,u.s.,1
5395,1995-12-23,private,college graduate,single,secretarial,not living with family,asian,Female,0,0,40,vietnam,1
12102,1983-12-26,private,secondary,divorce pending,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
29757,1998-12-22,state-gov,entry level college,single,secretarial,living with child,white and privileged,Female,0,0,40,u.s.,1
21568,1959-01-01,private,secondary,spouse passed,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
7458,1996-12-22,private,entry level college,single,secretarial,living with child,white and privileged,Female,0,0,80,u.s.,1
17848,1977-12-27,private,basic vocational,divorce pending,specialist technician,living with extende family,white and privileged,Female,0,0,160,u.s.,1
1700,1980-12-26,private,entry level college,d,secretarial,never married,afro american,Female,0,0,140,u.s.,1
22885,1997-12-22,unknown,entry level college,single,unknown,living with child,white and privileged,Female,0,0,100,u.s.,1
16950,1962-12-31,private,secondary,d,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
7333,1996-12-22,private,entry level college,single,sales,living with child,white and privileged,Female,0,0,80,u.s.,1
22830,1975-12-28,private,some post graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
7579,1976-12-27,unknown,college graduate,married 2,unknown,has husband,white and privileged,Female,0,0,120,u.s.,0
30187,1984-12-25,private,secondary,divorce pending,mechanic,never married,afro american,Female,0,0,160,u.s.,1
14894,1967-12-30,private,college graduate,d,C-level,not living with family,white and privileged,Female,0,0,200,u.s.,0
20374,1998-12-22,self-emp-not-inc,secondary 11,single,secretarial,living with child,white and privileged,Female,0,0,120,u.s.,1
17503,1981-12-26,private,secondary,divorce pending,secretarial,never married,white and privileged,Female,0,0,148,u.s.,1
24772,1981-12-26,private,entry level college,single,other,not living with family,white and privileged,Female,0,1617,160,u.s.,1
12024,1951-01-03,private,entry level college,d,other,never married,afro american,Female,0,0,164,u.s.,1
30488,1962-12-31,state-gov,entry level college,d,specialist technician,not living with family,afro american,Female,0,0,148,u.s.,1
